data_estacao,id,hora_medicao,uf_medicao,estacao_nome,estacao_cod,temp_hora_celsius,temp_media_dia_celsius,maior_temp_dia_celsius,menor_temp_dia_celsius,precipitacao_media_dia_mm,umidade_relativa_ar_media_dia_procentagem,vento_velocidade_media_dia_m_por_s,vento_rajada_media_da_max_dia_m_por_s,latitude_medicao,longitude_medicao
2020-06-24,4659,00:00,ES,VITORIA,A612,NULL,"18,04","31,1",-40,0,"65,41","1,54","3,89",-20.270833,-40.305833
2020-09-05,6411,00:00,ES,VITORIA,A612,"23,6","22,31","37,4","-43,8",0,"54,45","2,1","5,05",-20.270833,-40.305833
2020-09-22,6819,00:00,ES,VITORIA,A612,24,"19,45","37,2","-46,2","0,73","78,9","2,37","5,67",-20.270833,-40.305833
2020-09-25,6891,00:00,ES,VITORIA,A612,"21,5","22,56","37,6","-45,9",0,"62,45","1,97","4,82",-20.270833,-40.305833
2020-12-31,435,00:00,MG,BURITIS,A544,23,"24,34","39,2","-20,8","0,17","69,99","1,67","4,49",-15.524167,-46.435556
2021-01-26,2706,00:00,SP,BRAGANCA PAULISTA,A744,"22,7","24,5","36,1","-20,4","0,06","68,41","1,98","4,92",-22.951944,-46.530556
2021-01-30,2802,00:00,SP,BRAGANCA PAULISTA,A744,"25,3","25,61","40,2","-20,9","0,03","62,11","1,87","4,79",-22.951944,-46.530556
2021-02-08,138,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"20,73","33,5","-24,6","0,58","80,84","1,77","4,62",-20.909892,-47.114259
2020-02-22,1707,00:00,ES,VITORIA,A612,"22,2","23,07",38,-26,"0,56","82,29","1,64","4,45",-20.270833,-40.305833
2020-06-07,4251,00:00,ES,VITORIA,A612,NULL,"19,62","30,8","-40,5","0,17","79,34","1,44","3,72",-20.270833,-40.305833
2021-02-09,162,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"21,4",34,"-27,1","0,29","78,52","1,59","4,23",-20.909892,-47.114259
2020-02-10,1419,00:00,ES,VITORIA,A612,28,"23,46","36,5","-22,9","0,91","81,56","1,94","5,15",-20.270833,-40.305833
2021-03-23,1170,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"24,14","36,1","-36,5",0,"69,54","1,34","3,53",-20.909892,-47.114259
2020-03-17,2283,00:00,ES,VITORIA,A612,"25,5","24,02","35,7","-38,2","0,25","75,66","1,39","3,81",-20.270833,-40.305833
2020-05-02,3387,00:00,ES,VITORIA,A612,"20,8","21,01","33,8","-37,2","0,04","69,92","1,35","3,52",-20.270833,-40.305833
2020-07-17,5211,00:00,ES,VITORIA,A612,NULL,"18,77","31,9",-43,0,"71,19","1,53","3,87",-20.270833,-40.305833
2021-02-11,210,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"22,48","33,9","-26,2","0,26","79,31","1,71","4,42",-20.909892,-47.114259
2020-07-11,5067,00:00,ES,VITORIA,A612,NULL,"19,25","31,6","-46,6","0,01","67,6","1,92","4,62",-20.270833,-40.305833
2020-11-20,8235,00:00,ES,VITORIA,A612,"26,2","21,54","33,5","-21,7","0,25","76,4","2,13","5,4",-20.270833,-40.305833
2020-03-27,2523,00:00,ES,VITORIA,A612,NULL,"21,59","33,1","-41,3","0,03","72,51",2,"4,77",-20.270833,-40.305833
2020-07-07,4971,00:00,ES,VITORIA,A612,NULL,"19,55","32,1","-45,6",0,"66,88","1,79","4,24",-20.270833,-40.305833
2021-04-18,1794,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"21,36","36,2","-46,1","0,15","74,21","1,45","3,83",-20.909892,-47.114259
2020-09-18,6723,00:00,ES,VITORIA,A612,"23,6","24,15","38,4","-35,3",0,"52,72","1,86","4,78",-20.270833,-40.305833
2020-09-28,6963,00:00,ES,VITORIA,A612,NULL,"25,98","41,1","-42,1","0,01","49,68","1,96","5,09",-20.270833,-40.305833
2020-12-28,363,00:00,MG,BURITIS,A544,"21,9","22,97","35,4","-18,9","0,18","77,43","1,68","4,38",-15.524167,-46.435556
2020-08-01,5571,00:00,ES,VITORIA,A612,NULL,"18,14","30,6","-48,2","0,02","70,7","2,1","5,07",-20.270833,-40.305833
2020-02-05,1299,00:00,ES,VITORIA,A612,NULL,"23,62","34,7","-16,7","0,48","82,17","1,6","4,23",-20.270833,-40.305833
2020-02-24,1755,00:00,ES,VITORIA,A612,"23,4","21,99","35,2","-32,1","0,26","81,86","1,72","4,3",-20.270833,-40.305833
2020-05-05,3459,00:00,ES,VITORIA,A612,"20,8","19,78","32,3","-44,1",0,"70,64","1,59","3,89",-20.270833,-40.305833
2020-08-11,5811,00:00,ES,VITORIA,A612,NULL,"19,9","33,7","-43,3","0,02","60,73","1,59",4,-20.270833,-40.305833
2021-01-07,2250,00:00,SP,BRAGANCA PAULISTA,A744,"20,1","24,67","37,4","-18,6","0,3","74,5","1,61","4,36",-22.951944,-46.530556
2021-04-08,1554,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"20,95","32,6","-44,3","0,02","73,13","2,42","5,64",-20.909892,-47.114259
2020-07-10,5043,00:00,ES,VITORIA,A612,NULL,"18,27","31,8","-46,4",0,"70,02","1,76","4,16",-20.270833,-40.305833
2020-05-14,3675,00:00,ES,VITORIA,A612,NULL,"20,15",33,"-40,5","0,07","79,51","1,27","3,39",-20.270833,-40.305833
2020-08-08,5739,00:00,ES,VITORIA,A612,NULL,"18,25","31,1","-44,9","0,01","63,93","1,78","4,33",-20.270833,-40.305833
2020-08-10,5787,00:00,ES,VITORIA,A612,NULL,"19,31","32,5","-47,3","0,01","61,81","1,67","4,16",-20.270833,-40.305833
2020-12-04,8571,00:00,ES,VITORIA,A612,NULL,"24,72","36,9","-17,5","0,17","73,3","1,65","4,4",-20.270833,-40.305833
2020-06-06,4227,00:00,ES,VITORIA,A612,NULL,"19,98","30,6","-36,9","0,02","76,23","1,61",4,-20.270833,-40.305833
2020-10-03,7083,00:00,ES,VITORIA,A612,NULL,"26,73","42,1","-38,3","0,01","48,97","2,06","5,01",-20.270833,-40.305833
2020-10-15,7371,00:00,ES,VITORIA,A612,NULL,"22,93","40,4","-40,3","0,14","69,52","2,13","5,35",-20.270833,-40.305833
2021-03-20,1098,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"23,59","34,6",-33,"0,04","73,25","1,8","4,56",-20.909892,-47.114259
2020-04-07,2787,00:00,ES,VITORIA,A612,"24,9","23,04","34,7","-37,6","0,19","80,17","1,67","4,39",-20.270833,-40.305833
2020-06-27,4731,00:00,ES,VITORIA,A612,NULL,"18,26","31,3",-36,"0,4","76,1","1,93","5,08",-20.270833,-40.305833
2020-12-26,315,00:00,MG,BURITIS,A544,"20,8","22,74","34,6","-16,6","0,24","76,02","1,9","4,86",-15.524167,-46.435556
2020-06-08,4275,00:00,ES,VITORIA,A612,NULL,"20,31",32,"-43,4","0,01","77,64","1,13","2,96",-20.270833,-40.305833
2020-09-08,6483,00:00,ES,VITORIA,A612,"23,1","22,96","37,7","-37,1",0,"56,46","1,82","4,53",-20.270833,-40.305833
2020-08-02,5595,00:00,ES,VITORIA,A612,NULL,"17,73","30,7","-48,1","0,01","67,83","1,97","4,68",-20.270833,-40.305833
2020-11-03,7827,00:00,ES,VITORIA,A612,"18,8","19,12","31,6","-24,5","0,14","70,2","2,1","5,17",-20.270833,-40.305833
2020-01-27,1083,00:00,ES,VITORIA,A612,"22,6","23,7","37,2","-17,7","0,21","73,41","1,48","3,9",-20.270833,-40.305833
2021-02-17,354,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"23,5","35,7","-29,1","0,36","79,6","1,45","3,91",-20.909892,-47.114259
2021-02-25,546,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"23,25","34,9","-30,9","0,21","76,85","1,47","4,07",-20.909892,-47.114259
2020-02-06,1323,00:00,ES,VITORIA,A612,"26,2","22,88","35,3","-18,1","0,56","83,88","1,61","4,16",-20.270833,-40.305833
2020-03-12,2163,00:00,ES,VITORIA,A612,"23,9","23,59","36,2",-34,"0,13","73,9","1,84","4,61",-20.270833,-40.305833
2020-04-04,2715,00:00,ES,VITORIA,A612,"24,4","22,56","35,8","-38,8","0,05","70,47","1,76","4,58",-20.270833,-40.305833
2020-05-03,3411,00:00,ES,VITORIA,A612,"21,4","20,05","35,9","-39,4","0,09","70,44","1,79","4,54",-20.270833,-40.305833
2020-07-08,4995,00:00,ES,VITORIA,A612,NULL,"19,77","34,2",-47,0,"60,85","1,99","5,02",-20.270833,-40.305833
2021-01-03,2154,00:00,SP,BRAGANCA PAULISTA,A744,NULL,"22,51","37,2","-20,2","0,5","77,79","1,83","4,97",-22.951944,-46.530556
2020-06-21,4587,00:00,ES,VITORIA,A612,NULL,"20,12","35,3","-38,8",0,"69,37","1,68","4,16",-20.270833,-40.305833
2020-06-23,4635,00:00,ES,VITORIA,A612,NULL,"18,16","30,8","-40,6",0,"66,1","1,5","3,72",-20.270833,-40.305833
2021-04-03,1434,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"22,36","34,5","-43,6","0,08","72,97","1,57","4,1",-20.909892,-47.114259
2020-04-25,3219,00:00,ES,VITORIA,A612,NULL,"20,81","32,9","-34,3","0,02","72,37","1,79","4,29",-20.270833,-40.305833
2020-05-20,3819,00:00,ES,VITORIA,A612,"20,4","19,6","31,7","-37,4","0,01","73,26","2,12","4,98",-20.270833,-40.305833
2021-01-04,2178,00:00,SP,BRAGANCA PAULISTA,A744,NULL,"22,69","34,7","-17,1","0,34","76,56","1,95","5,19",-22.951944,-46.530556
2021-01-16,2466,00:00,SP,BRAGANCA PAULISTA,A744,"19,4","23,18","36,8",-18,"0,19","78,39","1,99","5,05",-22.951944,-46.530556
2020-02-18,1611,00:00,ES,VITORIA,A612,"26,4","24,89","37,3","-23,8","0,16","74,89","1,95","4,98",-20.270833,-40.305833
2021-04-02,1410,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"22,35","34,7","-38,1","0,07","70,53","1,8","4,54",-20.909892,-47.114259
2021-02-27,594,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"22,01","33,2","-27,9","0,29","82,5","1,72","4,38",-20.909892,-47.114259
2020-11-26,8379,00:00,ES,VITORIA,A612,NULL,"23,59","38,1",-23,"0,05","68,22","2,16","5,36",-20.270833,-40.305833
2020-12-08,8667,00:00,ES,VITORIA,A612,NULL,"23,4","35,1","-19,1","0,47","79,78","1,81","4,76",-20.270833,-40.305833
2020-09-19,6747,00:00,ES,VITORIA,A612,"23,4","24,76","39,5","-38,6",0,"51,94","1,79","4,46",-20.270833,-40.305833
2020-05-13,3651,00:00,ES,VITORIA,A612,"19,5","19,4","31,9","-37,4","0,01","74,04","1,56","3,89",-20.270833,-40.305833
2020-11-13,8067,00:00,ES,VITORIA,A612,"25,2","23,08","35,9","-25,4","0,38","76,95","1,64","4,35",-20.270833,-40.305833
2020-01-02,483,00:00,ES,VITORIA,A612,"25,4","23,68","37,1","-14,7","0,79","79,18","1,8","4,95",-20.270833,-40.305833
2020-06-26,4707,00:00,ES,VITORIA,A612,NULL,"19,45","31,4",-42,"0,07","72,17","1,52","3,97",-20.270833,-40.305833
2020-01-09,651,00:00,ES,VITORIA,A612,"26,1","24,72","36,7","-15,8","0,23","78,56","1,44","3,89",-20.270833,-40.305833
2021-01-10,2322,00:00,SP,BRAGANCA PAULISTA,A744,"21,7","24,69","37,3","-19,4","0,39","78,44","1,7","4,47",-22.951944,-46.530556
2020-01-31,1179,00:00,ES,VITORIA,A612,26,"24,98","38,8","-23,8","0,16","76,57","1,7","4,53",-20.270833,-40.305833
2020-01-26,1059,00:00,ES,VITORIA,A612,"21,7","22,89","34,3",-19,"0,29","75,81","1,36","3,65",-20.270833,-40.305833
2020-04-12,2907,00:00,ES,VITORIA,A612,"24,1","21,09","32,8","-41,2","0,07","76,44","1,66","4,17",-20.270833,-40.305833
2020-08-03,5619,00:00,ES,VITORIA,A612,NULL,"17,09","29,7","-48,5",0,"64,03","1,91","4,6",-20.270833,-40.305833
2021-03-17,1026,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"23,72","35,7","-32,1","0,06","71,17","1,54","4,09",-20.909892,-47.114259
2021-03-28,1290,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"24,52","37,9","-40,3","0,1","67,75","1,34","3,61",-20.909892,-47.114259
2020-02-13,1491,00:00,ES,VITORIA,A612,"23,5","22,21","37,2",-25,"0,64","82,31","1,71","4,52",-20.270833,-40.305833
2020-08-17,5955,00:00,ES,VITORIA,A612,NULL,"20,98","35,9","-47,9","0,17","70,77","1,96","4,94",-20.270833,-40.305833
2020-08-21,6051,00:00,ES,VITORIA,A612,NULL,"16,85",36,"-46,2","0,21",77,"2,55","6,17",-20.270833,-40.305833
2020-09-14,6627,00:00,ES,VITORIA,A612,"22,7","23,31","37,6",-41,"0,01","50,13","1,98","4,96",-20.270833,-40.305833
2021-02-12,234,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"22,31","33,8","-25,3","0,33","82,18","1,62","4,18",-20.909892,-47.114259
2020-01-18,867,00:00,ES,VITORIA,A612,"26,9","23,05","37,7",-15,"0,26","77,67","2,24","5,52",-20.270833,-40.305833
2020-02-14,1515,00:00,ES,VITORIA,A612,"24,2","23,22","35,7","-26,5","0,07","77,37","1,54","4,18",-20.270833,-40.305833
2020-07-15,5163,00:00,ES,VITORIA,A612,NULL,"18,8","33,5","-39,1","0,05","72,76","1,93","4,64",-20.270833,-40.305833
2020-10-11,7275,00:00,ES,VITORIA,A612,"23,4","21,29","36,5","-44,1","0,08","64,41","2,42","5,76",-20.270833,-40.305833
2020-08-27,6195,00:00,ES,VITORIA,A612,NULL,"18,82","33,3","-47,1",0,"60,03","1,85","4,51",-20.270833,-40.305833
2021-02-22,474,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"23,43","35,6","-32,6","0,36","77,3","1,57","4,34",-20.909892,-47.114259
2020-02-26,1803,00:00,ES,VITORIA,A612,"26,4","23,89","38,4","-34,8","0,56","83,16","1,72","4,63",-20.270833,-40.305833
2020-03-14,2211,00:00,ES,VITORIA,A612,"24,2","23,92","36,4","-31,4","0,1","74,74","1,69","4,35",-20.270833,-40.305833
2020-03-24,2451,00:00,ES,VITORIA,A612,"23,5","20,87","32,1","-43,3","0,06","73,3","2,19","5,32",-20.270833,-40.305833
2020-11-15,8115,00:00,ES,VITORIA,A612,NULL,"23,99","37,4","-23,7","0,13","75,18","1,51",4,-20.270833,-40.305833
2021-01-14,2418,00:00,SP,BRAGANCA PAULISTA,A744,21,"23,56","36,5","-21,8","0,42","76,82","2,01","5,14",-22.951944,-46.530556
2021-03-04,714,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"23,45","37,6","-31,6","0,08","71,42","1,65","4,23",-20.909892,-47.114259
2020-01-08,627,00:00,ES,VITORIA,A612,"26,8","24,74","37,7","-16,5","0,43","80,36","1,61","4,4",-20.270833,-40.305833
2020-07-14,5139,00:00,ES,VITORIA,A612,NULL,"19,92","33,4","-38,1","0,04","68,67","1,48","3,75",-20.270833,-40.305833
2020-07-27,5451,00:00,ES,VITORIA,A612,NULL,"20,12","31,8","-38,4","0,01","67,9","1,96","4,77",-20.270833,-40.305833
2020-06-19,4539,00:00,ES,VITORIA,A612,NULL,"18,77","33,2","-45,4","0,04","72,49","1,39","3,6",-20.270833,-40.305833
2021-01-17,2490,00:00,SP,BRAGANCA PAULISTA,A744,"21,7","23,79","37,2","-16,1","0,17","74,23","2,15","5,38",-22.951944,-46.530556
2021-02-16,330,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"23,68","36,4",-23,"0,18","78,02","1,44","3,95",-20.909892,-47.114259
2020-05-16,3723,00:00,ES,VITORIA,A612,NULL,"19,24","31,9","-35,1","0,18","82,23","1,26","3,39",-20.270833,-40.305833
2020-09-26,6915,00:00,ES,VITORIA,A612,NULL,"23,72","40,4","-45,5",0,"55,96","1,98","4,91",-20.270833,-40.305833
2020-01-12,723,00:00,ES,VITORIA,A612,27,"25,64","39,2","-14,5","0,3","72,85","1,45","3,99",-20.270833,-40.305833
2020-01-30,1155,00:00,ES,VITORIA,A612,"26,4","25,28","38,8","-22,7","0,19","76,51","1,82","4,84",-20.270833,-40.305833
2020-03-19,2331,00:00,ES,VITORIA,A612,"24,1","24,12","35,7","-34,4","0,16","77,65","1,36","3,78",-20.270833,-40.305833
2021-01-21,2586,00:00,SP,BRAGANCA PAULISTA,A744,"22,4","24,45",36,"-21,1","0,02","65,48","2,08","5,07",-22.951944,-46.530556
2020-05-01,3363,00:00,ES,VITORIA,A612,"21,2","20,58","33,6","-30,9",0,"69,01","1,1","2,91",-20.270833,-40.305833
2020-09-27,6939,00:00,ES,VITORIA,A612,"23,5","25,28","40,8","-41,6","0,01","48,79","1,99","4,93",-20.270833,-40.305833
2021-03-13,930,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"23,89","35,4","-32,3","0,11","72,57","1,54",4,-20.909892,-47.114259
2020-03-16,2259,00:00,ES,VITORIA,A612,"23,7","24,05","36,6","-36,8","0,11","73,85","1,54","4,14",-20.270833,-40.305833
2020-06-14,4419,00:00,ES,VITORIA,A612,NULL,"19,98","31,9","-45,2","0,03","71,73","2,09","5,01",-20.270833,-40.305833
2020-12-01,8499,00:00,ES,VITORIA,A612,"24,3","24,08","42,5","-23,3","0,24","70,09","1,67","4,44",-20.270833,-40.305833
2021-04-14,1698,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"21,31","34,2","-42,7","0,01","68,07","1,97","4,82",-20.909892,-47.114259
2020-01-19,891,00:00,ES,VITORIA,A612,"24,6","23,66","37,4","-18,4","0,1","75,36","1,89","4,75",-20.270833,-40.305833
2020-03-01,1899,00:00,ES,VITORIA,A612,24,"22,13","34,9",-27,"0,95","83,81","1,84","4,82",-20.270833,-40.305833
2020-11-11,8019,00:00,ES,VITORIA,A612,NULL,"23,6","37,6","-23,8","0,22","73,84","1,67","4,37",-20.270833,-40.305833
2020-02-29,1875,00:00,ES,VITORIA,A612,"23,1","22,16","35,3","-35,3","0,43","84,04","1,62","4,23",-20.270833,-40.305833
2020-04-01,2643,00:00,ES,VITORIA,A612,25,"23,41","34,7","-39,2","0,17","76,8","1,48","3,79",-20.270833,-40.305833
2020-04-10,2859,00:00,ES,VITORIA,A612,"20,9","20,57","32,1","-40,6","0,05","76,42","1,43","3,68",-20.270833,-40.305833
2021-03-01,642,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"22,68","33,3","-34,2","0,09","76,8","1,95","4,9",-20.909892,-47.114259
2020-05-28,4011,00:00,ES,VITORIA,A612,"16,8","15,89",30,"-43,8",0,"65,35","1,45","3,59",-20.270833,-40.305833
2020-01-23,987,00:00,ES,VITORIA,A612,23,"21,55","30,9","-16,7","1,03","88,76","1,8","4,57",-20.270833,-40.305833
2020-12-27,339,00:00,MG,BURITIS,A544,"22,5","22,99","35,3","-17,8","0,46","78,37","1,78","4,54",-15.524167,-46.435556
2021-03-29,1314,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"24,47","37,5","-40,8","0,06","68,87","1,39","3,63",-20.909892,-47.114259
2021-04-19,1818,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"21,25","36,4","-48,9","0,17","76,83","1,67","4,35",-20.909892,-47.114259
2020-03-15,2235,00:00,ES,VITORIA,A612,"23,6","24,08","36,2","-35,4","0,08","74,2","1,71","4,41",-20.270833,-40.305833
2020-03-26,2499,00:00,ES,VITORIA,A612,NULL,"20,95","32,3","-44,3","0,02","72,74","1,76","4,3",-20.270833,-40.305833
2020-06-11,4347,00:00,ES,VITORIA,A612,NULL,"21,53","35,3","-45,9",0,"69,29","1,33","3,41",-20.270833,-40.305833
2020-07-01,4827,00:00,ES,VITORIA,A612,NULL,"19,38","32,4","-36,2","0,06","69,32","2,33","6,05",-20.270833,-40.305833
2020-09-12,6579,00:00,ES,VITORIA,A612,NULL,"24,31","38,9","-42,8",0,"49,16","2,13","5,06",-20.270833,-40.305833
2020-11-08,7947,00:00,ES,VITORIA,A612,"24,1","24,42","39,9","-27,2","0,03","63,3","1,92","4,74",-20.270833,-40.305833
2021-03-27,1266,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"24,46","37,3","-36,3","0,05","67,98","1,52","3,91",-20.909892,-47.114259
2020-09-29,6987,00:00,ES,VITORIA,A612,NULL,"25,69","41,1","-44,4","0,02","54,07","2,08","5,1",-20.270833,-40.305833
2020-03-31,2619,00:00,ES,VITORIA,A612,NULL,"23,33","34,5","-35,4","0,1","77,31","1,46","3,74",-20.270833,-40.305833
2020-06-13,4395,00:00,ES,VITORIA,A612,NULL,"21,05","35,4",-42,0,"67,84","1,21","3,07",-20.270833,-40.305833
2021-02-24,522,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"24,04","36,7","-28,5","0,09","72,24","1,52","4,06",-20.909892,-47.114259
2020-01-16,819,00:00,ES,VITORIA,A612,"25,9","26,02","38,2","-16,3","0,18","70,47","1,64","4,29",-20.270833,-40.305833
2021-02-18,378,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"23,47","34,2","-23,5","0,46","79,4","1,69","4,63",-20.909892,-47.114259
2021-04-27,2010,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"21,82","34,4","-39,8","0,11","74,63","1,37","3,62",-20.909892,-47.114259
2020-03-20,2355,00:00,ES,VITORIA,A612,26,"23,72","36,5","-34,5","0,41",81,"1,56","4,26",-20.270833,-40.305833
2020-10-08,7203,00:00,ES,VITORIA,A612,NULL,"26,27","43,1","-38,7","0,08","56,36","1,99","5,36",-20.270833,-40.305833
2020-10-14,7347,00:00,ES,VITORIA,A612,"23,3","25,08","39,9","-39,1","0,09","61,64","2,24","5,61",-20.270833,-40.305833
2020-10-22,7539,00:00,ES,VITORIA,A612,NULL,"22,07","34,7","-41,9","0,21","73,96","2,42","5,75",-20.270833,-40.305833
2020-12-29,387,00:00,MG,BURITIS,A544,"21,2","23,67","35,2","-18,7","0,2","74,07","1,72","4,53",-15.524167,-46.435556
2020-11-12,8043,00:00,ES,VITORIA,A612,"24,9","23,29","36,4","-22,1","0,35","75,23","1,71","4,51",-20.270833,-40.305833
2021-01-31,2826,00:00,SP,BRAGANCA PAULISTA,A744,27,"25,52","39,3","-22,4","0,07","63,52","1,88","4,83",-22.951944,-46.530556
2020-09-30,7011,00:00,ES,VITORIA,A612,NULL,"26,52","41,9","-44,5",0,"52,78","2,36","5,55",-20.270833,-40.305833
2020-02-16,1563,00:00,ES,VITORIA,A612,"26,5","24,96","37,6","-26,8","0,15","75,31","1,68","4,43",-20.270833,-40.305833
2020-03-23,2427,00:00,ES,VITORIA,A612,24,"21,57","32,7","-42,4","0,1","76,15","2,16","5,25",-20.270833,-40.305833
2020-03-28,2547,00:00,ES,VITORIA,A612,NULL,"22,55","34,6","-38,7","0,03","74,07","1,77","4,34",-20.270833,-40.305833
2020-05-07,3507,00:00,ES,VITORIA,A612,"22,3","19,01","34,7","-43,6","0,24","79,43","1,89","4,84",-20.270833,-40.305833
2020-09-20,6771,00:00,ES,VITORIA,A612,"23,8","22,89","39,5","-43,3","0,11","61,71","2,12","5,24",-20.270833,-40.305833
2020-11-14,8091,00:00,ES,VITORIA,A612,"24,9","22,9","35,7","-23,7","0,21","77,57","1,62","4,35",-20.270833,-40.305833
2020-10-07,7179,00:00,ES,VITORIA,A612,NULL,"27,49","43,5",-40,"0,03","51,57","1,81","4,65",-20.270833,-40.305833
2020-01-15,795,00:00,ES,VITORIA,A612,"24,6","25,03","37,3","-15,8","0,01","69,99","1,76","4,48",-20.270833,-40.305833
2020-10-02,7059,00:00,ES,VITORIA,A612,NULL,"27,45","42,8","-40,4",0,"46,15","2,04","4,9",-20.270833,-40.305833
2020-01-20,915,00:00,ES,VITORIA,A612,"24,9","23,46","38,2","-18,5","0,26","77,23","1,8","4,63",-20.270833,-40.305833
2020-02-17,1587,00:00,ES,VITORIA,A612,"25,7","24,51","36,7","-27,1","0,29","76,95","1,87","4,77",-20.270833,-40.305833
2020-04-16,3003,00:00,ES,VITORIA,A612,"24,7","21,19","34,4","-37,8","0,08","79,37","1,21","3,3",-20.270833,-40.305833
2020-10-10,7251,00:00,ES,VITORIA,A612,NULL,"23,7","42,5","-44,9","0,09","65,34","2,13","5,54",-20.270833,-40.305833
2021-02-14,282,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"23,27","35,6","-28,3","0,34","77,82","1,56","4,16",-20.909892,-47.114259
2020-06-03,4155,00:00,ES,VITORIA,A612,NULL,"19,4","32,5","-33,3","0,03","76,87","1,1","2,95",-20.270833,-40.305833
2020-12-06,8619,00:00,ES,VITORIA,A612,"25,9","22,82","33,9","-14,9","0,36","82,61","1,87","4,8",-20.270833,-40.305833
2021-01-15,2442,00:00,SP,BRAGANCA PAULISTA,A744,20,"23,18","36,6","-20,9","0,25","78,16","1,96","4,95",-22.951944,-46.530556
2021-03-16,1002,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"23,62","35,3","-28,7","0,09","71,4","1,44","3,8",-20.909892,-47.114259
2020-08-19,6003,00:00,ES,VITORIA,A612,NULL,"22,15","37,6","-48,9","0,03","65,65","2,43","5,91",-20.270833,-40.305833
2020-11-21,8259,00:00,ES,VITORIA,A612,23,"21,52","33,5","-19,2","0,08","71,44","1,94","4,82",-20.270833,-40.305833
2020-12-14,27,00:00,MG,BURITIS,A544,"22,2","24,28","38,3",-13,"0,13","69,75","1,75","4,58",-15.524167,-46.435556
2021-01-29,2778,00:00,SP,BRAGANCA PAULISTA,A744,"23,6","25,06",40,"-22,1","0,06","62,55","1,83","4,64",-22.951944,-46.530556
2020-02-28,1851,00:00,ES,VITORIA,A612,"25,1","21,49","34,8","-37,7","0,7","86,01","1,68","4,27",-20.270833,-40.305833
2020-07-04,4899,00:00,ES,VITORIA,A612,NULL,"18,04","32,8",-43,"0,01","70,74","1,65","3,95",-20.270833,-40.305833
2020-10-24,7587,00:00,ES,VITORIA,A612,NULL,"20,56","32,5","-36,2","0,47","81,95","1,96","4,74",-20.270833,-40.305833
2020-08-18,5979,00:00,ES,VITORIA,A612,NULL,"21,39","35,9","-49,1","0,09","69,61","2,18","5,23",-20.270833,-40.305833
2021-04-22,1890,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"20,32","34,4","-46,1","0,05","71,74","1,64","4,17",-20.909892,-47.114259
2020-09-21,6795,00:00,ES,VITORIA,A612,"24,2","20,94","36,7","-46,9","0,19","70,93","2,31","5,62",-20.270833,-40.305833
2021-01-11,2346,00:00,SP,BRAGANCA PAULISTA,A744,"21,3","24,86","36,3","-19,4","0,27","77,42","1,76","4,55",-22.951944,-46.530556
2021-02-03,18,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"25,22","38,8","-20,3","0,1","68,73","1,84","4,74",-20.909892,-47.114259
2021-02-13,258,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"22,75","34,6","-26,3","0,27","80,66","1,51","3,89",-20.909892,-47.114259
2020-01-01,459,00:00,ES,VITORIA,A612,"24,4","24,98","38,3","-16,7","0,14","69,64","1,91","5,04",-20.270833,-40.305833
2020-03-04,1971,00:00,ES,VITORIA,A612,"25,5","22,49",36,"-22,4","0,3","80,7","1,49",4,-20.270833,-40.305833
2020-09-15,6651,00:00,ES,VITORIA,A612,"21,2","22,2","36,2","-35,1","0,04","58,44","2,5","6,09",-20.270833,-40.305833
